# runtime	.NET CLR 6.0.36
# platform	OSX	Unix 26.5.2
# seed	20260817
# build	833427992d+c3a846e7/9e602b0f/1749f466
# netframe	synchash	sharedrandom	randomdraws	defeatstate
2982	626168933	1055819555	56453	0
2983	1175403389	1809748710	56459	0
2984	-1416668420	2047936895	56462	0
2985	2073495288	1585947943	56463	0
2986	735112797	148533674	56464	0
2987	931248683	56434648	56474	0
2988	-559860576	331525656	56478	0
2989	29293646	307672889	56480	0
2990	1551880804	1434967076	56483	0
2991	735889562	1524824196	56485	0
2992	1030236273	1881390161	56489	0
2993	654578211	1189466705	56498	0
2994	592579317	2077165492	56501	0
2995	-530953934	757222168	56504	0
2996	-1599628443	1134955610	56506	0
2997	-1980366476	1247250411	56512	0
2998	1333584596	541066338	56519	0
2999	1514862256	822654984	56520	0
3000	-1645240808	1698589835	56524	0
3001	1368965035	305557800	56529	0
3002	2075455757	864275176	56531	0
3003	-1300502792	1852398784	56535	0
3004	-1620366656	1497957985	56538	0
3005	1364802971	327676994	56540	0
3006	-1414168631	1670506470	56549	0
3007	2022738535	697525312	56552	0
3008	719747792	2000178342	56557	0
3009	-17707742	1101942289	56564	0
3010	-1123440627	2035137198	56569	0
3011	-1791054475	630826861	56570	0
3012	-2003669803	745170658	56574	0
3013	-1104127036	1571524073	56576	0
3014	1260571366	1634088525	56579	0
3015	1267100338	1126157438	56584	0
3016	2060848909	592832102	56585	0
3017	-825283047	1812532017	56591	0
3018	-933654934	1528184261	56592	0
3019	-1988552225	126394060	56607	0
3020	1813104806	2029182017	56611	0
3021	585423179	693196121	56614	0
3022	695180795	887709099	56616	0
3023	-2108379096	336722289	56621	0
3024	2071688709	76585695	56624	0
3025	-1255905978	1051787203	56626	0
3026	-1786467015	606720876	56630	0
3027	-450941928	189250850	56632	0
3028	-52512244	485309568	56635	0
3029	-247807538	285885931	56637	0
3030	922778875	1368399172	56645	0
3031	3464279	1586657421	56648	0
3032	409069183	1955920586	56651	0
3033	-1344740419	103963352	56658	0
3034	-944456116	455701575	56664	0
3035	270890004	1745672187	56670	0
3036	-1011503432	451268338	56677	0
3037	607589715	1921109576	56684	0
3038	501579326	1817699790	56688	0
3039	-266074337	1681940595	56694	0
3040	-3081709	1892194364	56703	0
3041	-1285001598	514963945	56714	0
3042	-285691920	1465986990	56721	0
3043	56255322	2051214627	56728	0
3044	-1777473415	170775992	56731	0
3045	-676821604	1303411979	56738	0
3046	-987698097	971298805	56746	0
3047	-657730266	164790954	56750	0
3048	936754710	1768267563	56752	0
3049	940083890	1788191940	56758	0
3050	-485834	787353388	56767	0
3051	1103878097	2050468237	56778	0
3052	422950045	1269647744	56786	0
3053	574937126	1278205278	56793	0
3054	201434593	933167739	56795	0
3055	249788678	964053080	56800	0
3056	1743966349	667326738	56809	0
3057	-1063014549	2132129424	56816	0
3058	-1630804442	1366888269	56825	0
3059	-1679275510	673759374	56833	0
3060	-1866022973	700377695	56834	0
3061	-707985408	1967363371	56840	0
3062	1653822263	140735737	56847	0
3063	829711019	1462071537	56851	0
3064	-1635568480	150152860	56855	0
3065	-245175101	1276140607	56857	0
3066	-5995510	1041334830	56859	0
3067	1011677477	2078803050	56863	0
3068	785639391	2034329679	56866	0
3069	50244315	1074535981	56868	0
3070	629932791	1571169095	56873	0
3071	515903430	1417275034	56878	0
3072	-320441598	1342637991	56880	0
3073	186075324	1674296713	56893	0
3074	-1225932725	261810410	56896	0
3075	-1415593229	230050198	56899	0
3076	-1625436983	102730883	56901	0
3077	373403228	2126684746	56904	0
3078	-62906663	1640658469	56907	0
3079	877020040	1294469982	56911	0
3080	1721284891	2106678257	56914	0
3081	866160003	1226403179	56917	0
3082	1029092417	1345874294	56919	0
3083	1629934986	2094733065	56928	0
3084	370107246	819719127	56930	0
3085	533511142	985872678	56934	0
3086	548791044	849388477	56942	0
3087	-851021267	2033989804	56944	0
3088	1502515499	58680090	56948	0
3089	-2036504573	856887272	56950	0
3090	-1121625444	1736842754	56953	0
3091	2070931525	827089465	56955	0
3092	-1560339634	1461226473	56959	0
3093	1368018934	69812606	56963	0
3094	-1326087858	1593742522	56970	0
3095	1409967001	1263621764	56972	0
3096	1807303262	1618474325	56976	0
3097	1449943724	1252482418	56982	0
3098	981539523	785304116	56984	0
3099	265575332	208488324	56991	0
3100	495309728	432809627	56994	0
3101	-2060537751	2143874454	56995	0
3102	955468952	808847047	56999	0
3103	2112063050	1747049154	57003	0
3104	-1920279730	2008028611	57008	0
3105	1636538817	1227636887	57015	0
3106	1460308022	1035185389	57018	0
3107	2024997657	1609836590	57020	0
3108	1905401003	1506011034	57024	0
3109	1195891816	884916327	57026	0
3110	625231884	297527383	57031	0
3111	1677014776	1356191829	57032	0
3112	549426542	217437232	57035	0
3113	-1808244254	2077138760	57042	0
3114	2021204692	1605791873	57045	0
3115	1279960569	307847493	57053	0
3116	-1879847498	1507011636	57057	0
3117	-1302540829	2132862473	57059	0
3118	2046765232	1142924065	57061	0
3119	905173837	15266866	57065	0
3120	2059393074	1162751906	57069	0
3121	1975622273	1074679324	57073	0
3122	-1732104962	1896068483	57074	0
3123	719664090	57834493	57076	0
3124	-1587404822	1979152594	57079	0
3125	-2068575110	1553564871	57084	0
3126	1982423746	1129486225	57095	0
3127	1465038019	730583583	57097	0
3128	-1408711919	361462257	57100	0
3129	1606500902	913712453	57102	0
3130	808124821	22493763	57105	0
3131	-1740716076	1756189084	57108	0
3132	1911588022	1109696734	57112	0
3133	1871106366	1109696734	57112	0
3134	-2117659233	1478906837	57118	0
3135	-1673849116	1845470397	57120	0
3136	892046138	115053640	57124	0
3137	1818262330	922665452	57132	0
3138	1728212798	856014692	57135	0
3139	1220439484	280332777	57141	0
3140	-1473508312	1889163414	57146	0
3141	-1282628896	2130444971	57148	0
3142	-1968357550	1500999030	57152	0
3143	-1454572669	2005550908	57155	0
3144	1182284587	348248917	57157	0
3145	-1797418201	1640857937	57162	0
3146	-1790034020	1640857937	57162	0
3147	1395046263	629723740	57172	0
3148	985308978	225506168	57175	0
3149	1378601558	697721780	57177	0
3150	-2129193374	1436395333	57182	0
3151	1350972007	615181263	57186	0
3152	2099955878	1400570938	57191	0
3153	1741839	1089612943	57197	0
3154	-442576011	620378471	57202	0
3155	-851372374	331211170	57206	0
3156	-1261387930	98909172	57210	0
3157	-18658592	1876005157	57217	0
3158	-433337965	1362224880	57223	0
3159	1736270099	32621971	57227	0
3160	-810856153	1930497876	57230	0
3161	2121293364	83706762	57233	0
3162	-697121726	1588714390	57236	0
3163	-621716483	1579576104	57241	0
3164	-1697555110	385600639	57244	0
3165	-701790940	1567476991	57247	0
3166	-741579580	1494354771	57252	0
3167	1141901313	1971852636	57253	0
3168	819275674	1557051150	57260	0
3169	1184445179	1973222832	57268	0
3170	1143903065	1963499172	57274	0
3171	1516267166	1032870538	57276	0
3172	391939616	1201348586	57280	0
3173	572741634	1435474623	57285	0
3174	547229565	1336428413	57292	0
3175	-716420103	72807457	57296	0
3176	436746526	1213106217	57300	0
3177	-417889430	416163054	57305	0
3178	664904100	1506385212	57308	0
3179	-722110737	53306116	57318	0
3180	1052603519	1825557812	57322	0
3181	-322392733	414087162	57325	0
3182	635483772	1402915482	57328	0
3183	161371397	910505701	57332	0
3184	-353763488	451690318	57336	0
3185	-358343877	438289129	57340	0
3186	366239327	1161432435	57344	0
3187	408958102	1176470768	57349	0
3188	946777835	1668629371	57356	0
3189	171995785	897985942	57363	0
3190	-500964914	173664065	57368	0
3191	-588862968	157939342	57373	0
3192	-430796949	290346288	57377	0
3193	-626656401	102831132	57380	0
3194	695024106	1453397106	57383	0
3195	859785836	1678952239	57387	0
3196	964136915	1790208742	57390	0
3197	637773724	1466879036	57393	0
3198	235939583	1061928203	57396	0
3199	105822984	963330138	57399	0
3200	297181562	1144550596	57403	0
3201	4857018	688819893	57414	0
3202	1053262444	1789654440	57416	0
3203	-1431548992	489026318	57425	0
3204	-867137645	1118563915	57428	0
3205	-437975993	1588366404	57432	0
3206	-1369762433	655634610	57434	0
3207	-1089671795	936501630	57437	0
3208	-408137117	1609380756	57440	0
3209	-1115039383	898389082	57444	0
3210	-163294594	1843072183	57448	0
3211	-1050176775	931121271	57456	0
3212	-524045355	1456168779	57459	0
3213	-970897149	1036094816	57461	0
3214	-914748082	1005847146	57467	0
3215	-1488464763	410135019	57472	0
3216	-611271619	1324037762	57474	0
3217	-1496369020	1674476439	57480	0
3218	1673972247	513920075	57484	0
3219	1204344147	30993841	57487	0
3220	-1396100580	1726519502	57489	0
3221	1182207669	13482301	57493	0
3222	-1688793029	1374874320	57501	0
3223	-1027501998	2030502518	57509	0
3224	-982779088	2027605478	57523	0
3225	-1035195576	1938890314	57538	0
3226	2019803901	703209474	57553	0
3227	-2141148204	898036880	57557	0
3228	-1049787041	1974709599	57563	0
3229	-1771094779	1258960286	57574	0
3230	-948125379	2027668002	57587	0
3231	-1770392978	1253414270	57605	0
3232	1641956172	330054219	57619	0
3233	-1108787034	1830610572	57625	0
3234	-1229899823	1788869341	57628	0
3235	1558034124	57534086	57642	0
3236	-1691635909	1082659866	57659	0
3237	-1348103367	1430570885	57675	0
3238	-805060529	1990108461	57681	0
3239	-918885919	1729315794	57684	0
3240	-1200297933	1470787589	57692	0
3241	-2109720568	531436739	57706	0
3242	-839909492	1694271919	57726	0
3243	-1084734513	1374147776	57747	0
3244	-1553823860	943185495	57751	0
3245	-1407161503	1059770096	57755	0
3246	-897446055	1707252227	57767	0
3247	1976679649	242534811	57781	0
3248	-1570314702	1018995621	57798	0
3249	2086548129	364565099	57809	0
3250	1902670786	215593233	57812	0
3251	-1622564873	1024630206	57815	0
3252	-1428758783	1263388921	57831	0
3253	-1349388722	1319513118	57846	0
3254	-494695852	2077283717	57867	0
3255	-2115940199	454180263	57874	0
3256	-1787043672	826185889	57877	0
3257	-941152409	1681809522	57884	0
3258	-1428449734	1230928438	57898	0
3259	-2046396331	578205110	57912	0
3260	-1038924498	1564097253	57929	0
3261	-1158962716	1363883650	57935	0
3262	-513604800	2040724650	57939	0
3263	1792089501	81736265	57950	0
3264	-1533308419	1067013283	57967	0
3265	-955901051	1543518432	57987	0
3266	-1926494949	566434612	57997	0
3267	2104617608	345520867	58002	0
3268	-850081967	1722949179	58004	0
3269	1742056142	323269619	58015	0
3270	-738739718	2135552317	58017	0
3271	-940218379	1914338563	58019	0
3272	1427111074	10676896	58021	0
3273	-1063599201	1809245961	58025	0
3274	-1145232734	1724070289	58028	0
3275	-786206654	1989419745	58045	0
3276	-1986793680	680997174	58060	0
3277	-1508068237	1151889898	58068	0
3278	-1366205131	1274384717	58070	0
3279	-1995770266	670029316	58077	0
3280	-1467192583	1219460105	58093	0
3281	-1263930226	1372653680	58108	0
3282	-1855518994	707784085	58123	0
3283	-1154396416	1388049761	58126	0
3284	-1430337388	1239391878	58128	0
3285	1981723147	469660732	58137	0
3286	-1691898518	1100948109	58145	0
3287	1722111996	282750910	58148	0
3288	-1066393131	1781279904	58150	0
3289	-1370832189	1495297467	58153	0
3290	1731113934	308185423	58154	0
3291	-1392505393	1545172294	58157	0
3292	-1659995714	1277814315	58161	0
3293	-1956390349	971500483	58167	0
3294	-1956573409	971500483	58167	0
3295	-875521808	2047135674	58171	0
3296	-1138034917	1773691521	58175	0
3297	-1728682936	1152535630	58181	0
3298	-1216795376	1653859540	58185	0
3299	1597211534	166359264	58189	0
3300	-881747992	1985306830	58193	0
3301	2055074048	656026463	58198	0
3302	-403912630	1843542693	58199	0
3303	-1603924474	641529947	58202	0
3304	2058317368	5341035	58204	0
3305	-1800222691	429278331	58208	0
3306	-1519177563	714062306	58212	0
3307	-1825756256	414585174	58216	0
3308	-1503146490	740881423	58218	0
3309	-169616015	2083233290	58220	0
3310	-1406025125	834897537	58224	0
3311	-1758798790	481193230	58226	0
3312	-1327312043	901521485	58230	0
3313	-2139443307	81029900	58235	0
3314	-161906502	2061321078	58238	0
3315	-1317540738	911026259	58239	0
3316	-1199692611	1029523656	58243	0
3317	-2021981174	18749274	58246	0
3318	-180053586	1843543588	58249	0
3319	-1753423953	295570076	58251	0
3320	-1195487533	843493973	58254	0
3321	-1024342468	1015532965	58257	0
3322	-497066986	1530481173	58262	0
3323	-737675799	1250049036	58271	0
3324	264241454	2139965352	58288	0
3325	-1560621215	249297708	58303	0
3326	-117315271	1641347472	58314	0
3327	-654575996	1110956199	58316	0
3328	-488132118	1410516300	58319	0
3329	-838055952	1021315582	58337	0
3330	-1504089572	308976802	58358	0
3331	-1333591890	281505735	58389	0
3332	-1427471793	43199604	58408	0
3333	-352686513	1187179741	58411	0
3334	-282400183	1354129000	58416	0
3335	-1036469461	611357924	58440	0
3336	-1044658270	550160118	58468	0
3337	1295643286	641219644	58496	0
3338	766254757	75341491	58507	0
3339	929548012	376500923	58508	0
3340	1226654463	833197874	58520	0
3341	1743137417	1290228253	58548	0
3342	980228339	473471827	58575	0
3343	2039292684	1383982628	58599	0
3344	840310518	214221463	58604	0
3345	1960226056	1450529802	58607	0
3346	920202767	488463014	58624	0
3347	718983316	284472554	58652	0
3348	1803314456	1217242781	58679	0
3349	-1757405390	1868265824	58702	0
3350	1536398480	876616328	58703	0
3351	1039350461	613351337	58710	0
3352	784677055	344168989	58734	0
3353	1011069454	520268431	58759	0
3354	1779782602	1151579571	58788	0
3355	834120150	162197922	58798	0
3356	839771787	296440635	58800	0
3357	1961339338	1557091075	58813	0
3358	1456076598	1005249077	58839	0
3359	1178044395	647676427	58866	0
3360	-1828654065	1807495887	58889	0
3361	1324257122	633759201	58896	0
3362	-1732761028	2042369927	58900	0
3363	1299177291	840932575	58919	0
3364	1689957696	1232875976	58946	0
3365	900623461	352366860	58975	0
3366	1058823137	385700920	58994	0
3367	1421906240	767355710	58999	0
3368	805109605	364741497	59008	0
3369	1299886827	874885645	59029	0
3370	2037489296	206560436	59056	0
3371	-391952133	1861199938	59084	0
3372	-1396462076	675440474	59097	0
3373	2026289447	248270529	59098	0
3374	-414889826	1860387617	59113	0
3375	-2006398314	518748896	59138	0
3376	-1776043332	527739671	59167	0
3377	-1427010737	952562587	59193	0
3378	-648671675	1284506943	59203	0
3379	-1519287947	1921647964	59206	0
3380	1628358184	1149125586	59214	0
3381	-1512211005	2034335168	59230	0
3382	1755757249	1936949830	59244	0
3383	2013806606	1821504235	59259	0
3384	263668847	663596012	59263	0
3385	248120647	776433626	59265	0
3386	621385031	1186525619	59278	0
3387	1335853914	1943207717	59281	0
3388	-242345822	347958010	59284	0
3389	-297402026	330627836	59290	0
3390	-1409086332	580206524	59294	0
3391	-381196199	1656625029	59298	0
3392	-840983652	1181593124	59302	0
3393	-1401031994	1078619607	59304	0
3394	-1570176576	910855139	59308	0
3395	1915219387	117357816	59310	0
3396	-1854148267	642498329	59314	0
3397	-1210792922	1277379326	59319	0
3398	-1929952338	554920397	59322	0
3399	-1892581129	663550027	59325	0
3400	-1401237160	1152755925	59327	0
3401	-876329634	1662794927	59333	0
3402	1807879481	47853532	59335	0
3403	-1662175521	886427792	59340	0
3404	-1236791297	1323029473	59343	0
3405	1095446252	734854178	59346	0
3406	1405284513	976460161	59350	0
3407	1972110606	144564442	59355	0
3408	-1292039037	1452738932	59359	0
3409	-940707141	1697509208	59360	0
3410	-921804296	1937099809	59365	0
3411	-588164201	1748979757	59370	0
3412	-1752451593	794438505	59376	0
3413	-1244143095	1421514012	59378	0
3414	536654092	2040848578	59382	0
3415	-1169774216	444681312	59384	0
3416	-2001719293	52008842	59388	0
3417	-180798431	1677946178	59392	0
3418	-874434354	1055032375	59398	0
3419	-1848283430	1010820133	59402	0
3420	-579155085	796220257	59407	0
3421	-548225683	1363298382	59408	0
3422	-706443136	1298596376	59413	0
3423	796433048	2053301526	59416	0
3424	-1094511820	267903132	59419	0
3425	-1991562927	983530241	59422	0
3426	-1951707021	1172479521	59426	0
3427	1558697099	502733578	59439	0
3428	-824614935	836291434	59455	0
3429	-1089045760	217868329	59471	0
3430	-935524049	1416453973	59480	0
3431	1598587049	554605764	59487	0
3432	-357109015	2079468044	59506	0
3433	-1052077589	1249760229	59535	0
3434	-15875298	734045157	59550	0
3435	249377805	13676899	59567	0
3436	1445507672	1057931534	59579	0
3437	1723561498	1332369931	59594	0
3438	-1629021369	560322115	59619	0
3439	-845223293	1121790181	59642	0
3440	130217419	1473967082	59661	0
3441	-5411699	907998304	59673	0
3442	8630791	977551752	59688	0
3443	808521424	1856105675	59710	0
3444	-696789781	561492495	59749	0
3445	157691251	1008874196	59772	0
3446	-213206661	2119076586	59798	0
3447	-1995645309	103351645	59813	0
3448	-1257213178	341970155	59836	0
3449	250221877	1945098276	59860	0
3450	-308559586	1673198210	59896	0
3451	-1814020570	208238079	59912	0
3452	-1602532866	92966848	59930	0
3453	1550615737	336726402	59941	0
3454	-1559482457	622478312	59957	0
3455	-1385756137	1125981001	59980	0
3456	-654915627	1919847828	60006	0
3457	-1199901897	1186487435	60023	0
3458	759251104	1379157318	60035	0
3459	-1067978441	612393617	60049	0
3460	784587910	863002083	60065	0
3461	1791223598	1738953978	60098	0
3462	1117966463	756117477	60121	0
3463	1151651956	850126952	60141	0
3464	2015375605	1514751712	60154	0
3465	541226574	2146761153	60163	0
3466	-1319663642	1731569394	60170	0
3467	-1042014395	1904177357	60172	0
3468	-2095000297	1297805575	60180	0
3469	1370014809	300240988	60190	0
3470	1892495162	1025597164	60201	0
3471	-1942602293	1834499856	60207	0
3472	-1291591311	1936553770	60214	0
3473	-311697752	1499290389	60228	0
3474	-943104834	1268073329	60229	0
3475	-1408829729	171001378	60241	0
3476	407453478	1857275050	60243	0
3477	-1419151591	1483170849	60254	0
3478	-1967982840	682385241	60261	0
3479	-1133600759	1823559847	60262	0
3480	440397613	1929822138	60269	0
3481	147870653	207614853	60272	0
3482	-710095749	2046941050	60279	0
3483	-1899943884	1233768869	60283	0
3484	-1122329139	2039778986	60293	0
3485	1946885850	572135243	60306	0
3486	2034742470	635550536	60316	0
3487	2018928029	1883881416	60320	0
3488	141015780	27774415	60323	0
3489	2127668847	648427680	60339	0
3490	1489021246	5451306	60353	0
3491	-971873848	23359576	60369	0
3492	871314906	1585272153	60375	0
3493	-704194130	84582794	60376	0
3494	-647838358	155127472	60382	0
3495	-829634663	397217148	60398	0
3496	-1529743433	1486524624	60414	0
3497	-1726369719	1280342952	60427	0
3498	-1438561870	1542045360	60435	0
3499	-1639758293	1048459070	60449	0
3500	-1187666730	1302828360	60470	0
3501	-788389872	1661055547	60494	0
3502	1925697685	87095811	60508	0
3503	-1966225424	480624297	60518	0
3504	1856655844	361922265	60532	0
3505	-1236357627	1649010045	60549	0
3506	-1040992815	1853552048	60576	0
3507	2140099643	802676437	60586	0
3508	-820745603	1926560712	60587	0
3509	-1688615966	1105253014	60593	0
3510	1665772793	292349389	60608	0
3511	1711663979	379280913	60623	0
3512	-904211153	437531853	60638	0
3513	-473341618	900134795	60641	0
3514	327583006	1732300989	60646	0
3515	325781314	1786223232	60654	0
3516	-890300693	488637290	60656	0
3517	-668747924	732240546	60658	0
3518	684385104	2083163203	60661	0
3519	331054656	1801406576	60663	0
3520	501575285	625789715	60667	0
3521	1960887153	2111281956	60670	0
3522	1146377294	1335488671	60672	0
3523	1499540590	1497271373	60676	0
3524	998219091	1021809582	60677	0
3525	-1578306603	1481557282	60683	0
3526	836554015	1568401954	60684	0
3527	1607773611	13538077	60686	0
3528	-1439558781	1298652380	60687	0
3529	-1891320042	946760885	60692	0
3530	-1235396496	1631435239	60695	0
3531	-1176320453	1486933060	60697	0
3532	-1551515859	1139075760	60699	0
3533	-1415671732	1306310589	60701	0
3534	-1790118063	966369595	60704	0
3535	-2109369955	821400447	60707	0
3536	-1236636473	1718801805	60709	0
3537	2050231019	756991503	60712	0
3538	-1150941082	1889201610	60717	0
3539	1453254549	1201330015	60719	0
3540	867527152	639418678	60721	0
3541	903350023	700981657	60722	0
3542	-2117245262	2013128638	60724	0
3543	1964540518	368324977	60727	0
3544	-592904579	2135811372	60729	0
3545	2143628020	601431154	60732	0
3546	-2045154048	737932484	60733	0
3547	-713142595	1868729951	60737	0
3548	-642445142	1959930420	60740	0
3549	-1981765558	654695116	60742	0
3550	1991774035	360715263	60745	0
3551	994828976	1717271183	60748	0
3552	249938502	943029723	60763	0
3553	1266331258	1950128886	60773	0
3554	59529034	574609725	60776	0
3555	228628551	754171637	60780	0
3556	930640235	1495404543	60793	0
3557	947308114	1561279749	60808	0
3558	-2071560995	450950136	60824	0
3559	-1560843322	990542254	60830	0
3560	-1536305395	1071996373	60832	0
3561	1736244855	70408551	60840	0
3562	-1050619876	1424863009	60855	0
3563	-324620065	103021949	60868	0
3564	1109000090	1449855405	60886	0
3565	1982618685	359963812	60894	0
3566	1941594468	567598886	60909	0
3567	-2059260622	812317244	60932	0
3568	1775537295	386246946	60946	0
3569	833502315	69883326	60962	0
3570	2040307134	681723282	60981	0
3571	456185404	1565573253	60996	0
3572	653031292	1779330142	61011	0
3573	-455608363	434870380	61036	0
3574	375039220	1190524851	61050	0
3575	1474127989	535187805	61065	0
3576	-1504730152	1955536489	61085	0
3577	1485725533	580102934	61099	0
3578	-942478337	1486048118	61119	0
3579	-1599923811	991163531	61138	0
3580	195313623	372475601	61152	0
3581	1032550668	1200644225	61173	0
3582	511495834	511012809	61187	0
3583	1334095523	1425597521	61201	0
3584	1558826580	1554229223	61224	0
3585	389285045	449680352	61240	0
3586	1270358122	1724880682	61254	0
3587	1500598552	857064362	61274	0
3588	-1806248164	1961152771	61288	0
3589	1560358563	1111456822	61302	0
3590	1983438745	1195727300	61327	0
3591	1232835028	184892147	61341	0
3592	2058617333	1011940555	61357	0
3593	1417584048	408988148	61376	0
3594	-1810109688	1572633724	61389	0
3595	2045742916	922728824	61409	0
3596	-1656612306	1618053802	61427	0
3597	-1308300838	1922388555	61443	0
3598	1760765767	856046898	61462	0
3599	-1568435176	1646801811	61477	0
3600	2040571399	927304769	61491	0
3601	329044650	1105504468	61515	0
3602	1802180800	1879148225	61528	0
3603	1819106865	364995952	61544	0
3604	1955566134	497168790	61564	0
3605	1510590341	150701812	61578	0
3606	579461337	803762870	61594	0
3607	1422848549	1273083908	61618	0
3608	507523680	424966316	61630	0
3609	1678141330	1829328360	61631	0
3610	927666949	919954763	61647	0
3611	31868698	67506391	61661	0
3612	-754919049	381863488	61677	0
3613	-694197588	449538789	61684	0
3614	-968840067	1786308578	61687	0
3615	-1271493077	1259546304	61692	0
3616	-467350541	1925038012	61707	0
3617	-1007628445	1430051317	61725	0
3618	-1174944750	1239827301	61738	0
3619	797049308	1694126467	61741	0
3620	482689443	1793895799	61742	0
3621	313548978	1719432414	61754	0
3622	-171811366	1408870483	61761	0
3623	1880060313	103292418	61764	0
3624	-717468346	1826621510	61766	0
3625	2022318796	175716538	61770	0
3626	2013321459	295472998	61771	0
3627	-798560118	2071629098	61773	0
3628	-2015461162	947435925	61775	0
3629	111167743	147748353	61778	0
3630	527779006	635374268	61780	0
3631	1356986337	1336594121	61784	0
3632	-1535978063	228220675	61785	0
3633	-184063847	1406849634	61790	0
3634	-218628559	1469893039	61792	0
3635	-123564553	1668439112	61793	0
3636	-1022555420	622025256	61794	0
3637	619308275	812078600	61800	0
3638	383860361	442656771	61801	0
3639	269629667	401098664	61806	0
3640	-1842726397	1462238060	61808	0
3641	-1720594384	1680678449	61811	0
3642	-1869029328	1321586926	61814	0
3643	-1975687693	1321586926	61814	0
3644	1774967991	867173090	61818	0
3645	2033886388	956046019	61823	0
3646	1405024359	1183900159	61826	0
3647	1486878891	1348909972	61827	0
3648	1242746059	1196343594	61831	0
3649	2079327196	1543945736	61832	0
3650	-2063506270	1972897401	61835	0
3651	1833773749	1681016081	61837	0
3652	1952310127	1869626309	61842	0
3653	1486300358	1214862883	61852	0
3654	1764300594	859159660	61862	0
3655	-1872098748	1620312755	61866	0
3656	1995886592	1239512592	61868	0
3657	1514490229	1866906716	61882	0
3658	-711843622	174620255	61896	0
3659	-207986062	429533087	61912	0
3660	90982839	762889569	61919	0
3661	557619632	1384585038	61921	0
3662	1252436246	171394708	61922	0
3663	-1189113639	42571872	61924	0
3664	-328550156	1008197343	61927	0
3665	-1258982061	110021281	61935	0
3666	-924800224	238613762	61938	0
3667	1240516569	2032280106	61940	0
3668	-699396845	134883553	61942	0
3669	-473228166	240724730	61943	0
3670	-402039805	685997229	61946	0
3671	792871322	555634177	61949	0
3672	1970423798	1723857133	61951	0
3673	1706172331	771116511	61957	0
3674	-358572666	1835010304	61961	0
3675	-930560171	1301259748	61963	0
3676	-703337782	1286923149	61965	0
3677	-684383359	1073104735	61969	0
3678	957271874	1802834831	61970	0
3679	-241043435	614411729	61974	0
3680	-887861456	971208161	61976	0
3681	1316797858	1202913869	61979	0
3682	1242815934	1157815122	61983	0
3683	1676611674	1614444047	61986	0
3684	1600765157	1323694526	61988	0
3685	1610616260	1275420337	61990	0
3686	524853490	544809675	61994	0
3687	1066750652	1089104152	61998	0
3688	794264687	809388075	62002	0
3689	-1221104833	508053027	62005	0
3690	-295012721	1439561279	62006	0
3691	-1671912366	82729833	62010	0
3692	-1494055621	476207670	62011	0
3693	-751513166	1109230314	62014	0
3694	-483609473	1379032557	62015	0
3695	190358324	2049113007	62022	0
3696	-573756815	488175139	62023	0
3697	-1964414021	1607126560	62025	0
3698	-1978178554	1604188034	62030	0
3699	2122109611	1604188034	62030	0
3700	-2101500499	1502246861	62033	0
3701	1439620017	850085739	62037	0
3702	1430783660	850085739	62037	0
3703	-138638176	1779698449	62041	0
3704	2018003309	810740844	62048	0
3705	-1551309077	1498616513	62051	0
3706	-1271781630	393141326	62053	0
3707	-264292102	791280503	62054	0
3708	133522059	1004966288	62057	0
3709	1838366671	313576479	62059	0
3710	-107798511	910096516	62062	0
3711	-353159464	686520528	62067	0
3712	1570908855	500832113	62069	0
3713	-830682930	106618241	62071	0
3714	-1259387110	667653402	62077	0
3715	-1096805148	864034747	62078	0
3716	-1190673794	625159088	62081	0
3717	607358835	478430627	62084	0
3718	653568568	428328751	62087	0
3719	1766188283	1453162915	62091	0
3720	-1275460182	556595116	62095	0
3721	-784000537	1093037576	62098	0
3722	-423186964	1657375798	62103	0
3723	2056440121	1450825017	62106	0
3724	2047233052	1758458458	62108	0
3725	1543392012	1396666943	62112	0
3726	325342926	94754075	62115	0
3727	-787183512	1486901550	62118	0
3728	814725413	2128961467	62120	0
3729	-1301504372	70438634	62124	0
3730	961565133	1912330512	62127	0
3731	-1938163984	1197245846	62131	0
3732	-1453637414	2091796748	62133	0
3733	1424673641	668848418	62136	0
3734	-442210988	2093900286	62137	0
3735	308678074	2101877225	62141	0
3736	-1210747961	551465010	62143	0
3737	232902021	1984632840	62148	0
3738	300231329	565065423	62150	0
3739	1089630185	1164334349	62154	0
3740	-233210398	1566578292	62157	0
3741	-835416649	972880298	62159	0
3742	-152301910	1837481201	62161	0
3743	-880579831	647849913	62164	0
3744	861569939	2138180144	62166	0
3745	-1146068370	1954115315	62170	0
3746	1824039768	634478906	62172	0
3747	-1826641703	974397846	62173	0
3748	836093967	731593263	62178	0
3749	774701841	112740533	62183	0
3750	-1686216284	1947327271	62185	0
3751	-1344126428	1943552831	62188	0
3752	-1774902876	1507151288	62189	0
3753	-42333846	191387506	62192	0
3754	1012972577	1243921610	62194	0
3755	-93537658	278596904	62198	0
3756	926125152	1457349074	62202	0
3757	512191267	478838634	62203	0
3758	1452890655	1360028037	62208	0
3759	-1538361509	1591798400	62209	0
3760	-1650284548	1854545806	62213	0
3761	293053232	743558366	62214	0
3762	647556417	850872826	62219	0
3763	-506737192	462413190	62221	0
3764	209286580	1103823969	62224	0
3765	1992906713	718122010	62228	0
3766	349379256	250761726	62229	0
3767	2012839383	383479325	62231	0
